revGrowth,EPS,GrossMargin,Class
53.9,-190,573.5,1
496,900,430,0
260,300,155.5,0
171.3,140,539.4,0
329743.2,-1560,272.1,0
-9,2760,396.3,0
-61.5,680,201.7,0
141.4,10,228.9,1
47.9,220,363.1,0
-393.8,50,179.3,0
-165.4,-16480,384.3,1
-40.6,2300,779.4,0
27.9,250,406.7,0
163,310,370.6,1
43.5,-10600,163,0
76.4,320,580.3,0
182.8,480,742.3,0
1885.9,-3680,815,0
0,-840,0,0
-97.5,-240,191,1
495.3,-960,454.3,0
154,90,632.2,1
-22,-40,297.3,0
-58.7,-190,259.6,0
1630.2,280,396.4,0
7.5,1790,107.1,1
-20.3,70,81.4,0
225.4,200,753.6,0
45.2,-140,376.3,0
30.2,-40,85.4,0
-13.3,790,321.7,1
-208.8,520,167,1
266.9,390,270,1
-85.6,-1950,747.4,1
133.5,360,393,0
223.3,-132000,569.1,0
-138.2,-500,514.8,0
194.2,1890,971.8,0
45.7,-40,197.1,0
-784.9,-530,46.7,0
-25.5,-180,463.6,0
198.9,-940,537.5,0
-255.8,1980,225.6,0
217.1,-295.4,391.3,0
138.6,-115,253.5,0
41.9,60.5,601.8,0
-52.7,2390,311.6,0
1.3,370,565.5,1
-120.1,370,347.6,0
328.3,-70,710.9,0
-195.2,-687.4,142.9,0
135.4,2610,601,1
121.2,740,102.6,1
251.5,0,323.4,0
1734.9,4270,100.6,1
104.5,0,587.1,0
-265.8,-9950,246.2,0
394.9,690,179.3,0
-31.4,-395000,485.8,0
41.3,200,172.3,1
-129.1,-1980,664.7,0
121.8,2080,567.8,0
87.9,420,423.8,1
167.7,610,610,1
0,0,1000,1
-233.5,-1400,809,0
80.9,80,236.4,0
-34.2,370,246.1,0
253.8,-140,375.4,0
-10,-200,731.3,0
-10.4,130,395.4,1
140.3,200,293,0
1409,-750,342.6,1
-71.8,-1300,129.2,1
-46.8,0,623.8,0
38,470,345.9,0
-200.4,5800,167.1,1
-185.4,-256.6,443.5,1
-349.5,-480,198.8,1
1.1,-40,355.7,0
99.9,150,858.6,1
-112.6,-230,445.7,0
-210.8,-410,287.5,1
153,2310,308.6,0
-142.7,-1530,113.3,0
-80.5,-40,256.8,0
93.8,-2060,411.8,0
541.4,20,701.7,0
255.8,1220,658,1
-93.3,230,354.1,0
-333.4,-750,-11.8,1
-154.1,720,87.9,0
-194,-8700,-781.1,0
-121.7,-1090,275,0
-45.2,-60,500.3,0
0,-200,723.6,0
-399.2,-2252.2,-334.6,1
8.9,320,119,0
102.5,100,343.1,0
29.5,-300,259.3,0
0,-2700,0,0
56.1,420,560.6,0
-134.6,-2760,236.8,0
1584.3,-800,81.8,0
114.5,80,357.1,0
100.5,-17000,-649.8,0
-260.3,-190,1000,1
227.5,-14322000,180.2,0
86.8,90,435.5,0
-487.9,-2000,710.4,0
-133.5,-1160,748,0
-155.6,-240,82.9,0
290.9,-670,713.2,0
27.5,-1700,134,1
233.5,50,399.4,1
0,-15050,278,0
44.1,-1460,225,1
-116.9,-290,408.8,1
-70.8,-210,253.8,0
-17.8,-1390,668.7,0
55.3,560,251.4,0
102.8,-40,167.1,1
-101.9,880,874.9,0
134.4,1240,72.8,1
192.5,120,472.1,0
